entity_a,entity_b,relation,hole_prediction,features,logistic_regression_prediction,"logistic_regression_rel0_prob,rel1_prob,rel2_prob,rel3_prob",random_forest_prediction,"random_forest_rel0_prob,rel1_prob,rel2_prob,rel3_prob",gradient_boosting_prediction,"gradient_boosting_rel0_prob,rel1_prob,rel2_prob,rel3_prob",xgboost_prediction,"xgboost_rel0_prob,rel1_prob,rel2_prob,rel3_prob"
55,355,3,[[3]],"[0.12642307579517365, 0.10890122503042221, -0.07028527557849884, -0.0037539664190262556, 0.06026925891637802, 0.09644950926303864, -0.15078352391719818, 0.04415452852845192, 0.07247892767190933, 0.1165565624833107, 0.09539813548326492, -0.019841501489281654, -0.037170663475990295, 0.07392376661300659, 0.06626547127962112, 0.06570274382829666, 0.02697574533522129, -0.15207308530807495, -0.0598205104470253, 0.11760974675416946, 0.03889192268252373, 0.08518456667661667, -0.024715077131986618, 0.019975801929831505, -0.017166851088404655, -0.05509716272354126, 0.2325478196144104, -0.15215665102005005, -0.07946988195180893, -0.006706255488097668]",3,"[0.01649592139887169, 0.12408467021129484, 0.11852075596788816, 0.7408986524219453]",3,"[0.0, 0.005, 0.002, 0.993]",3,"[0.00036415519506051463, 0.0019317940828366218, 0.00047409413303987544, 0.9972299565890629]",3,"[0.00048020220128819346, 0.0009199768537655473, 0.0006097751320339739, 0.9979900121688843]"
118,100,0,[[0]],"[0.07428334653377533, -0.16668136417865753, -0.07484298199415207, -0.09913475811481476, -0.1454898715019226, 0.04550156742334366, -0.14905305206775665, -0.003722786670550704, -0.07066073268651962, -0.12102382630109787, -0.11746136099100113, -0.07380693405866623, -0.029315892606973648, 0.15487460792064667, -0.1166316568851471, 0.17623573541641235, 0.06283372640609741, 0.1114208996295929, 0.17048342525959015, -0.2732074558734894, -0.1609894186258316, 0.15801505744457245, -0.011756641790270805, -0.12313476204872131, 0.1391882449388504, 0.052922189235687256, -0.18239209055900574, 0.16599838435649872, -0.12458008527755737, 0.0941801443696022]",0,"[0.8272876871805283, 0.10580225492791268, 0.04082763786333111, 0.02608242002822795]",0,"[0.998, 0.0, 0.002, 0.0]",0,"[0.9979727624330603, 0.0010120818829128836, 0.0003258436465674603, 0.000689312037459469]",0,"[0.9934456944465637, 0.003293365240097046, 0.0016710045747458935, 0.0015899557620286942]"
304,300,0,[[0]],"[-0.04877633601427078, -0.08664390444755554, -0.05581529438495636, 0.047828979790210724, 0.08728119730949402, -0.06930891424417496, -0.09738191962242126, 0.03385529667139053, 0.06269954144954681, -0.0674005001783371, -0.1581631302833557, 0.016766157001256943, 0.017332695424556732, -0.11446657031774521, -0.06912343949079514, 0.09743394702672958, 0.07571478933095932, 0.10391977429389954, 0.13125351071357727, -0.165028378367424, -0.17945939302444458, 0.15365304052829742, 0.0677412748336792, -0.16952887177467346, 0.0861729308962822, 0.08085040748119354, -0.10879497975111008, 0.1462966948747635, -0.20083482563495636, 0.22648581862449646]",0,"[0.8414015822871905, 0.08717402069773647, 0.03256979497435123, 0.038854602040721734]",0,"[0.999, 0.0, 0.001, 0.0]",0,"[0.9974490255966597, 0.0014783934061527078, 0.0003836307111897911, 0.000688950285997523]",0,"[0.99479079246521, 0.0028468442615121603, 0.0013285941677168012, 0.0010338126448914409]"
107,307,3,[[3]],"[0.0018564554629847407, 0.09773870557546616, 0.04774240776896477, -0.09617307782173157, 0.11142589896917343, 0.21089529991149902, 0.04511583223938942, 0.06440844386816025, 0.17232060432434082, 0.001025980687700212, -0.11279547214508057, -0.013085898943245411, 0.055207837373018265, -0.020814746618270874, 0.1655026227235794, -0.07111046463251114, 0.002544228220358491, -0.06415150314569473, -0.08456675708293915, 0.22932489216327667, -0.010825496166944504, 0.08006511628627777, -0.13959580659866333, 0.001436169259250164, -0.07119627296924591, -0.043502431362867355, 0.1482856124639511, -0.09777204692363739, -0.0725410133600235, 0.09986280649900436]",3,"[0.017714000151983617, 0.11103150266817041, 0.15174378445630035, 0.7195107127235456]",3,"[0.0, 0.065, 0.023, 0.912]",3,"[0.0010113945785140078, 0.009813252215078965, 0.0015604169448938847, 0.9876149362615132]",3,"[0.0016533369198441505, 0.007323604542762041, 0.006502182688564062, 0.9845208525657654]"
102,302,3,[[3]],"[0.02713027037680149, -0.04668222740292549, -0.025029297918081284, 0.01936880499124527, -0.23836176097393036, 0.003725822549313307, 0.09805672615766525, -0.01933364011347294, 0.05867987126111984, 0.06617768108844757, -0.035637207329273224, -0.11430982500314713, 0.12560200691223145, -0.03363511338829994, -0.017626836895942688, -0.018948733806610107, -0.09394622594118118, -0.05175549536943436, -0.07198738306760788, -0.0011948997853323817, 0.0066508022136986256, 0.1214086040854454, -0.26003825664520264, 0.01788332872092724, -0.007559253368526697, -0.11152654886245728, 0.009067965671420097, 0.032697223126888275, -0.031136898323893547, -0.13464179635047913]",3,"[0.03379805153529442, 0.12095273432349764, 0.16606361485354526, 0.6791855992876626]",3,"[0.0, 0.029, 0.048, 0.923]",3,"[0.0014759410766501241, 0.006297288845770887, 0.005455360850704367, 0.9867714092268745]",3,"[0.0016269795596599579, 0.0052861412987113, 0.006792652420699596, 0.9862942099571228]"
83,0,0,[[0]],"[-0.006910909432917833, 0.12452644109725952, -0.06593919545412064, -0.03737896308302879, 0.08695296943187714, 0.18703556060791016, -0.20161578059196472, 0.08761481195688248, 0.0016832215478643775, -0.07004823535680771, 0.15804022550582886, -0.025972837582230568, -0.06917992979288101, 0.15117394924163818, 0.025003835558891296, 0.192287877202034, 0.06034895032644272, 0.1790749728679657, 0.25158628821372986, -0.23091255128383636, -0.08519286662340164, 0.1509428769350052, 0.0022816623095422983, -0.19233748316764832, 0.053808581084012985, 0.0641859620809555, -0.15298694372177124, 0.18014012277126312, -0.07506848871707916, 0.24167294800281525]",0,"[0.8819060603054935, 0.05353366450183684, 0.024229330443462337, 0.04033094474920732]",0,"[1.0, 0.0, 0.0, 0.0]",0,"[0.9979495160020564, 0.0010692382517944324, 0.00032524699456634194, 0.0006559987515826124]",0,"[0.9950376152992249, 0.0022057394962757826, 0.001022410811856389, 0.0017342388164252043]"
132,332,3,[[3]],"[0.14285500347614288, -0.1785784810781479, 0.08368963748216629, -0.08030766248703003, -0.18621867895126343, 0.1370743066072464, 0.11895027756690979, -0.03503722697496414, -0.005750669166445732, -0.1418207585811615, 0.14650404453277588, 0.04209564998745918, 0.10726045072078705, 0.035186223685741425, 0.1125197634100914, -0.06245802715420723, -0.15020157396793365, -0.13239969313144684, -0.20043998956680298, 0.00814103614538908, -0.12375354766845703, 0.04939749836921692, -0.2045203000307083, 0.006588933058083057, -0.1326332837343216, -0.1350191980600357, 0.10613442957401276, -0.0471254363656044, -0.0226125568151474, 0.007465315517038107]",3,"[0.014133025154590178, 0.12837717969019616, 0.13851449777456898, 0.7189752973806446]",3,"[0.0, 0.021, 0.052, 0.927]",3,"[0.0007474419132829055, 0.0046738080233585735, 0.005050194980114496, 0.9895285550832439]",3,"[0.0017153085209429264, 0.008645549416542053, 0.012670124880969524, 0.9769690632820129]"
172,272,2,[[2]],"[0.09243016690015793, 0.09767593443393707, 0.02954031713306904, -0.15307198464870453, 0.04908592253923416, 0.11634482443332672, 0.1567407101392746, -0.09564404934644699, 0.08776343613862991, -0.25620660185813904, -0.22285103797912598, -0.03492889180779457, 0.05456562712788582, -0.11545399576425552, 0.07795456796884537, 0.06729096919298172, 0.05801444873213768, 0.00526388781145215, 0.008494172245264053, -0.008205891586840153, 0.061660826206207275, -0.08272303640842438, -0.07756493240594864, 0.05849650129675865, 0.12767808139324188, -0.08846987783908844, -0.013089277781546116, 0.0528578944504261, -0.054714467376470566, 0.10220050811767578]",2,"[0.13238703873969657, 0.14485929806054515, 0.6168248684132573, 0.10592879478650098]",2,"[0.0, 0.089, 0.845, 0.066]",2,"[0.0002463058041750784, 0.004571330527184917, 0.99418838214916, 0.0009939815194796686]",2,"[0.0010160859674215317, 0.007749243173748255, 0.9876776337623596, 0.0035569891333580017]"
104,100,0,[[0]],"[-0.06909530609846115, -0.039698731154203415, 0.11282528191804886, -0.021100670099258423, -0.07250653207302094, 0.11959619075059891, -0.11235455423593521, 0.11382606625556946, -0.03630208224058151, -0.01226210780441761, 0.1027885153889656, -0.17502132058143616, -0.013070018030703068, 0.14933480322360992, 0.00828466285020113, 0.17623573541641235, 0.06283372640609741, 0.1114208996295929, 0.17048342525959015, -0.2732074558734894, -0.1609894186258316, 0.15801505744457245, -0.011756641790270805, -0.12313476204872131, 0.1391882449388504, 0.052922189235687256, -0.18239209055900574, 0.16599838435649872, -0.12458008527755737, 0.0941801443696022]",0,"[0.8305518852382036, 0.08103976544063815, 0.031830123294503285, 0.056578226026654924]",0,"[1.0, 0.0, 0.0, 0.0]",0,"[0.9980860832165563, 0.0008992349700200498, 0.0003252915039081077, 0.0006893903095156794]",0,"[0.9953325390815735, 0.002106878673657775, 0.0011022838298231363, 0.0014583278680220246]"
2,102,1,[[1]],"[-0.0038365095388144255, 0.022048551589250565, 0.027406373992562294, 0.1664639562368393, -0.08778510987758636, 0.1644357144832611, -0.12119126319885254, 0.047896452248096466, 0.1045800969004631, -0.044635314494371414, -0.060663994401693344, -0.08452147990465164, 0.0815582275390625, 0.03546180948615074, -0.10757222026586533, 0.02713027037680149, -0.04668222740292549, -0.025029297918081284, 0.01936880499124527, -0.23836176097393036, 0.003725822549313307, 0.09805672615766525, -0.01933364011347294, 0.05867987126111984, 0.06617768108844757, -0.035637207329273224, -0.11430982500314713, 0.12560200691223145, -0.03363511338829994, -0.017626836895942688]",1,"[0.313668782215894, 0.3758992277795871, 0.1085153599272251, 0.2019166300772939]",1,"[0.041, 0.813, 0.084, 0.062]",1,"[0.01153160914723491, 0.933521322450111, 0.017469502487520334, 0.037477565915134015]",1,"[0.06008767709136009, 0.9060789942741394, 0.007440677843987942, 0.02639269083738327]"
83,383,3,[[3]],"[-0.006910909432917833, 0.12452644109725952, -0.06593919545412064, -0.03737896308302879, 0.08695296943187714, 0.18703556060791016, -0.20161578059196472, 0.08761481195688248, 0.0016832215478643775, -0.07004823535680771, 0.15804022550582886, -0.025972837582230568, -0.06917992979288101, 0.15117394924163818, 0.025003835558891296, -0.02279479242861271, 0.017630938440561295, 0.017776109278202057, -0.09167678654193878, -0.018120329827070236, 0.05236270651221275, -0.07055419683456421, -0.17218738794326782, -0.06079211086034775, -0.0997936949133873, -0.016645660623908043, -0.03635004162788391, -0.13059546053409576, -0.06778568774461746, -0.06633332371711731]",3,"[0.047866009772397355, 0.17680205081502073, 0.14172007982639387, 0.6336118595861882]",3,"[0.0, 0.086, 0.066, 0.848]",3,"[0.005774514024444968, 0.02047304098100974, 0.007222416808125467, 0.9665300281864199]",3,"[0.005419179331511259, 0.03781762719154358, 0.02789817750453949, 0.9288650155067444]"
170,370,3,[[3]],"[0.010510498657822609, 0.0706363245844841, -0.05675725266337395, 0.029206302016973495, -0.19331057369709015, 0.12601105868816376, 0.018795568495988846, -0.06596557050943375, 0.17699553072452545, -0.04552941024303436, 0.07758599519729614, 0.11871931701898575, 0.07663072645664215, 0.06556021422147751, 0.042843569070100784, -0.032309822738170624, -0.04829315468668938, -0.1386367678642273, -0.03592189773917198, 0.04839026927947998, -0.12126941233873367, 0.12305212020874023, 0.0391877256333828, -0.10445015132427216, -0.10357832163572311, -0.24939757585525513, 0.09626028686761856, -0.04590979218482971, -0.0362074039876461, -0.06616274267435074]",3,"[0.03823529457073712, 0.03748313824480088, 0.07831682190052577, 0.8459647452839362]",3,"[0.0, 0.004, 0.006, 0.99]",3,"[0.0005588169468624787, 0.001822684782061044, 0.0007275245267522027, 0.9968909737443241]",3,"[0.0005314648151397705, 0.0007306773914024234, 0.0006471418309956789, 0.9980906844139099]"
209,200,0,[[0]],"[-0.08271361887454987, -0.093758225440979, -0.11755730956792831, -0.030977055430412292, -0.09612639248371124, 0.09474225342273712, -0.13779333233833313, -0.07954289019107819, 0.12352758646011353, 0.12292450666427612, 0.1048687994480133, -0.02639172039926052, -0.042522646486759186, 0.0612034909427166, -0.04250355437397957, 0.12960757315158844, 0.08884453028440475, 0.11251704394817352, 0.18140630424022675, -0.21417902410030365, -0.1596035212278366, 0.15454533696174622, -0.006711791269481182, -0.13448207080364227, 0.16543613374233246, 0.05062073841691017, -0.1877966821193695, 0.11100327968597412, -0.11238658428192139, 0.21299099922180176]",0,"[0.8657311517236534, 0.04069497170307082, 0.04289618507685645, 0.05067769149641932]",0,"[1.0, 0.0, 0.0, 0.0]",0,"[0.9978577436287651, 0.0011278066941280383, 0.00032521708454773013, 0.0006892325925594482]",0,"[0.9954171180725098, 0.0017494220519438386, 0.001071307109668851, 0.001762175583280623]"
48,148,1,[[1]],"[0.07068184018135071, 0.047450751066207886, -0.0917716696858406, 0.09522342681884766, 0.052228447049856186, 0.0784684270620346, -0.1453760266304016, -0.012523738667368889, -0.13617847859859467, -0.1954679936170578, -0.1251801997423172, -0.03819657117128372, -0.08876876533031464, 0.19403350353240967, -0.08873513340950012, 0.07632499933242798, -0.023142529651522636, 0.10595426708459854, -0.1261165887117386, -0.13504919409751892, -0.05914989113807678, 0.01643247902393341, -0.1024998351931572, 0.02554749883711338, -0.05658615007996559, 0.10190998762845993, -0.09276926517486572, -0.07928971946239471, 0.04057798162102699, 0.046894997358322144]",1,"[0.1600579115577805, 0.61140181348595, 0.11108311187119564, 0.11745716308507385]",1,"[0.002, 0.888, 0.047, 0.063]",1,"[0.0019314368347308013, 0.9891309623884595, 0.0029695851005033355, 0.005968015676306672]",1,"[0.001001693308353424, 0.9951230883598328, 0.0015662157675251365, 0.0023089919704943895]"
114,100,0,[[0]],"[-0.006181725766509771, -0.053845979273319244, 0.18496674299240112, -0.07588633894920349, 0.08319474011659622, -0.000890263298060745, -0.08766303956508636, -0.06114199757575989, -0.012559624388813972, 0.1542452871799469, 0.10184971988201141, -0.08417271822690964, -0.0357278473675251, 0.10746888071298599, 0.1448092758655548, 0.17623573541641235, 0.06283372640609741, 0.1114208996295929, 0.17048342525959015, -0.2732074558734894, -0.1609894186258316, 0.15801505744457245, -0.011756641790270805, -0.12313476204872131, 0.1391882449388504, 0.052922189235687256, -0.18239209055900574, 0.16599838435649872, -0.12458008527755737, 0.0941801443696022]",0,"[0.851085358905411, 0.04636271942552536, 0.057750912885032424, 0.04480100878403117]",0,"[1.0, 0.0, 0.0, 0.0]",0,"[0.9980854952019481, 0.0008992344402428016, 0.0003258804544422686, 0.0006893899033667714]",0,"[0.9957610964775085, 0.0012950642267242074, 0.0015407410683110356, 0.0014031222090125084]"
108,100,0,[[0]],"[-0.04265034198760986, -0.09760001301765442, -0.22299765050411224, -0.10383085161447525, 0.0814797654747963, 0.021119089797139168, 0.06310269981622696, 0.04373805224895477, 0.14523188769817352, 0.08182977885007858, -0.05686768516898155, 0.2066817581653595, -0.04787793755531311, 0.030653277412056923, -0.011683594435453415, 0.17623573541641235, 0.06283372640609741, 0.1114208996295929, 0.17048342525959015, -0.2732074558734894, -0.1609894186258316, 0.15801505744457245, -0.011756641790270805, -0.12313476204872131, 0.1391882449388504, 0.052922189235687256, -0.18239209055900574, 0.16599838435649872, -0.12458008527755737, 0.0941801443696022]",0,"[0.8617489554625649, 0.02887429590496208, 0.08546412461069432, 0.023912624021778756]",0,"[1.0, 0.0, 0.0, 0.0]",0,"[0.9980574489959566, 0.0009345443572749018, 0.0003186361152601346, 0.0006893705315080165]",0,"[0.9953130483627319, 0.001400199718773365, 0.0018850004998967052, 0.001401742803864181]"
193,100,0,[[0]],"[-0.07047342509031296, -0.18196827173233032, 0.013882159255445004, -0.08475681394338608, -0.025698043406009674, -0.04370568320155144, -0.05765032395720482, -0.04894283041357994, -0.04857313632965088, 0.009920439682900906, 0.05925426259636879, 0.07908060401678085, -0.04188872128725052, -0.14741195738315582, 0.20013202726840973, 0.17623573541641235, 0.06283372640609741, 0.1114208996295929, 0.17048342525959015, -0.2732074558734894, -0.1609894186258316, 0.15801505744457245, -0.011756641790270805, -0.12313476204872131, 0.1391882449388504, 0.052922189235687256, -0.18239209055900574, 0.16599838435649872, -0.12458008527755737, 0.0941801443696022]",0,"[0.8267010003174232, 0.028763584400129168, 0.12016918221515477, 0.024366233067292842]",0,"[0.998, 0.0, 0.002, 0.0]",0,"[0.998026920706774, 0.0008991816670048038, 0.00038454818097703893, 0.0006893494452439339]",0,"[0.9951170682907104, 0.0013092277804389596, 0.0024610820692032576, 0.0011125729652121663]"
391,300,0,[[0]],"[-0.21884329617023468, -0.0464516319334507, 0.20619823038578033, -0.1941681206226349, 0.08930857479572296, 0.07699800282716751, 0.06949380785226822, 0.05518174543976784, 0.00993925891816616, -0.10017397254705429, 0.1796477884054184, -0.0047066002152860165, -0.07088135927915573, -0.01738583669066429, -0.06652068346738815, 0.09743394702672958, 0.07571478933095932, 0.10391977429389954, 0.13125351071357727, -0.165028378367424, -0.17945939302444458, 0.15365304052829742, 0.0677412748336792, -0.16952887177467346, 0.0861729308962822, 0.08085040748119354, -0.10879497975111008, 0.1462966948747635, -0.20083482563495636, 0.22648581862449646]",0,"[0.8608312987558672, 0.04070107839177008, 0.04376742577739845, 0.05470019707496428]",0,"[1.0, 0.0, 0.0, 0.0]",0,"[0.9977579333639046, 0.00126765332770255, 0.000318540493011583, 0.0006558728153809932]",0,"[0.9953592419624329, 0.0016776594566181302, 0.0017825854010879993, 0.0011804562527686357]"
15,0,0,[[0]],"[0.0527767688035965, -0.1496892124414444, -0.025847962126135826, 0.05698978528380394, 0.13219404220581055, -0.012147653847932816, -0.14145606756210327, 0.058100420981645584, 0.07989168912172318, 0.06046373397111893, 0.14191867411136627, 0.004119519609957933, 0.000430148997111246, -0.11526510119438171, -0.020982101559638977, 0.192287877202034, 0.06034895032644272, 0.1790749728679657, 0.25158628821372986, -0.23091255128383636, -0.08519286662340164, 0.1509428769350052, 0.0022816623095422983, -0.19233748316764832, 0.053808581084012985, 0.0641859620809555, -0.15298694372177124, 0.18014012277126312, -0.07506848871707916, 0.24167294800281525]",0,"[0.885214225817102, 0.045598994159999094, 0.04119487879426595, 0.027991901228633126]",0,"[1.0, 0.0, 0.0, 0.0]",0,"[0.997337372431809, 0.001590166634344992, 0.0003835877680599278, 0.0006888731657859809]",0,"[0.9947532415390015, 0.0022050365805625916, 0.0014038010267540812, 0.0016379270236939192]"
157,357,3,[[3]],"[-0.12499797344207764, -0.09568063169717789, 0.023250415921211243, 0.05137952044606209, -0.025881148874759674, -0.0004647322930395603, 0.03689868375658989, 0.16625818610191345, -0.07502669095993042, 0.06081574037671089, -0.038088273257017136, -0.22847765684127808, 8.193765097530559e-06, -0.04248383268713951, 0.06241976469755173, -0.1959277093410492, -0.09889479726552963, -0.12778045237064362, -0.15159492194652557, 0.1786959320306778, 0.08441288769245148, 0.05192098394036293, -0.12614865601062775, -0.0857156440615654, 0.02755635976791382, 0.019617203623056412, 0.017994349822402, -0.10714372247457504, -0.17175400257110596, -0.014064989052712917]",3,"[0.015124306000926112, 0.17852856174267714, 0.09400649337796145, 0.7123406388784354]",3,"[0.0, 0.032, 0.041, 0.927]",3,"[0.0004348924009268557, 0.00596731515864663, 0.002568314133810146, 0.991029478306616]",3,"[0.0008025402203202248, 0.003879360156133771, 0.0019858460873365402, 0.9933322072029114]"
65,0,0,[[0]],"[0.0032009256538003683, -0.09154975414276123, -0.061725907027721405, 0.10097627341747284, -0.027025699615478516, 0.09139005094766617, 0.014237030409276485, -0.07274837046861649, -0.10345730185508728, -0.11784148961305618, -0.08053674548864365, 0.10670537501573563, 0.07110253721475601, 0.08832275122404099, -0.056396931409835815, 0.192287877202034, 0.06034895032644272, 0.1790749728679657, 0.25158628821372986, -0.23091255128383636, -0.08519286662340164, 0.1509428769350052, 0.0022816623095422983, -0.19233748316764832, 0.053808581084012985, 0.0641859620809555, -0.15298694372177124, 0.18014012277126312, -0.07506848871707916, 0.24167294800281525]",0,"[0.8509924289225655, 0.09191024178790126, 0.04099607269305041, 0.01610125659648281]",0,"[1.0, 0.0, 0.0, 0.0]",0,"[0.9977528821790024, 0.00123277474892961, 0.0003251829085991132, 0.000689160163468888]",0,"[0.9942324757575989, 0.0035389477852731943, 0.0011189382057636976, 0.0011096737580373883]"
88,388,3,[[3]],"[0.11915718764066696, 0.03420298919081688, -0.012232525274157524, 0.21381668746471405, 0.07876505702733994, 0.11390619724988937, -0.16803967952728271, 0.2615111768245697, 0.024916693568229675, -0.001730610034428537, 0.19718977808952332, -0.16080406308174133, -0.08818009495735168, 0.2148524820804596, -0.06922487914562225, 0.11617833375930786, 0.09289545565843582, 0.040130287408828735, 0.08532347530126572, 0.04695003479719162, -0.15902823209762573, -0.038166895508766174, 0.07507205754518509, -0.025240853428840637, -0.030312208458781242, -0.13492926955223083, 0.07381509989500046, -0.16439884901046753, -0.03240242972970009, -0.15309719741344452]",3,"[0.05027953906161364, 0.1445681908588023, 0.08133704068454663, 0.7238152293950375]",3,"[0.0, 0.069, 0.117, 0.814]",3,"[0.000966012923061035, 0.017498931295085677, 0.003958348256195119, 0.977576707525658]",3,"[0.004167621489614248, 0.025481289252638817, 0.026169778779149055, 0.9441813230514526]"
130,100,0,[[0]],"[0.003453493118286133, 0.051700010895729065, -0.10919126868247986, -0.04248925670981407, 0.005252155940979719, 0.03545517846941948, -0.048248354345560074, -0.14309366047382355, -0.005932279862463474, -0.012304296717047691, -0.001338459551334381, 0.10495778918266296, 0.025677677243947983, -0.015439757145941257, 0.11348883807659149, 0.17623573541641235, 0.06283372640609741, 0.1114208996295929, 0.17048342525959015, -0.2732074558734894, -0.1609894186258316, 0.15801505744457245, -0.011756641790270805, -0.12313476204872131, 0.1391882449388504, 0.052922189235687256, -0.18239209055900574, 0.16599838435649872, -0.12458008527755737, 0.0941801443696022]",0,"[0.8447875193981312, 0.037429229743148176, 0.08969103568645832, 0.02809221517226223]",0,"[1.0, 0.0, 0.0, 0.0]",0,"[0.9980860832165563, 0.0008992349700200498, 0.0003252915039081077, 0.0006893903095156794]",0,"[0.9960756897926331, 0.0011611750815063715, 0.0016461523482576013, 0.0011169702047482133]"
242,200,0,[[0]],"[-0.15039928257465363, -0.008338192477822304, -0.052384983748197556, -0.06359313428401947, 0.16163383424282074, 0.12685605883598328, -0.12864254415035248, 0.1555071324110031, 0.034336626529693604, -0.10367031395435333, 0.16075178980827332, -0.15534572303295135, -0.0038117507938295603, 0.14497342705726624, 0.16085265576839447, 0.12960757315158844, 0.08884453028440475, 0.11251704394817352, 0.18140630424022675, -0.21417902410030365, -0.1596035212278366, 0.15454533696174622, -0.006711791269481182, -0.13448207080364227, 0.16543613374233246, 0.05062073841691017, -0.1877966821193695, 0.11100327968597412, -0.11238658428192139, 0.21299099922180176]",0,"[0.8618835205098828, 0.053606252389470525, 0.04124539297741451, 0.04326483412323218]",0,"[0.999, 0.001, 0.0, 0.0]",0,"[0.9979495160020564, 0.0010692382517944324, 0.00032524699456634194, 0.0006559987515826124]",0,"[0.9948422312736511, 0.002055342309176922, 0.0014103694120422006, 0.0016920712077990174]"
205,305,3,[[3]],"[-0.08508746325969696, -0.07886394113302231, -0.06017725542187691, -0.0333576500415802, -0.1508096158504486, 0.16074751317501068, -0.07050886005163193, -0.014621301554143429, 0.07437124848365784, 0.09947274625301361, -0.0809810608625412, 0.029831543564796448, 0.13952620327472687, 0.053213804960250854, -0.0028126677498221397, -0.1237563043832779, -0.16335724294185638, -0.000856857979670167, -0.05517483875155449, 0.036195144057273865, -0.02689850889146328, 0.0688190758228302, -0.18510134518146515, -0.0815717801451683, 0.038661494851112366, -0.02372894436120987, 0.04509283974766731, -0.0013004832435399294, -0.15790840983390808, -0.08405511826276779]",3,"[0.05870513056551437, 0.10196157631175372, 0.08121480212387212, 0.7581184909988598]",3,"[0.0, 0.007, 0.001, 0.992]",3,"[0.0008352656417959713, 0.0027243733083396043, 0.001087433450563435, 0.9953529275993009]",3,"[0.0007138213841244578, 0.0018334862543269992, 0.0006167716346681118, 0.9968359470367432]"
277,200,0,[[0]],"[0.1378362476825714, 0.014484633691608906, 0.017720436677336693, 0.02215021289885044, -0.11860699206590652, 0.10366187989711761, -0.03463199734687805, -0.04617442563176155, 0.05375581607222557, 0.12911547720432281, 0.12127351015806198, 0.09778179973363876, -0.049473538994789124, 0.07254887372255325, -0.17520251870155334, 0.12960757315158844, 0.08884453028440475, 0.11251704394817352, 0.18140630424022675, -0.21417902410030365, -0.1596035212278366, 0.15454533696174622, -0.006711791269481182, -0.13448207080364227, 0.16543613374233246, 0.05062073841691017, -0.1877966821193695, 0.11100327968597412, -0.11238658428192139, 0.21299099922180176]",0,"[0.8503544593968219, 0.055244760843091364, 0.04136009466253527, 0.053040685097551464]",0,"[1.0, 0.0, 0.0, 0.0]",0,"[0.9975527224032631, 0.0014331380126119781, 0.00032511767347003266, 0.0006890219106547573]",0,"[0.9946157336235046, 0.002188156358897686, 0.001209766254760325, 0.001986323157325387]"
205,200,0,[[0]],"[-0.08508746325969696, -0.07886394113302231, -0.06017725542187691, -0.0333576500415802, -0.1508096158504486, 0.16074751317501068, -0.07050886005163193, -0.014621301554143429, 0.07437124848365784, 0.09947274625301361, -0.0809810608625412, 0.029831543564796448, 0.13952620327472687, 0.053213804960250854, -0.0028126677498221397, 0.12960757315158844, 0.08884453028440475, 0.11251704394817352, 0.18140630424022675, -0.21417902410030365, -0.1596035212278366, 0.15454533696174622, -0.006711791269481182, -0.13448207080364227, 0.16543613374233246, 0.05062073841691017, -0.1877966821193695, 0.11100327968597412, -0.11238658428192139, 0.21299099922180176]",0,"[0.8501882147136083, 0.0546724148961625, 0.053797650970875355, 0.04134171941935393]",0,"[0.998, 0.0, 0.002, 0.0]",0,"[0.9978743622405999, 0.001111171187354087, 0.00032522250080723673, 0.0006892440712386416]",0,"[0.9943236112594604, 0.002322833053767681, 0.0013658532407134771, 0.0019877348095178604]"
36,336,3,[[3]],"[0.1287330687046051, 0.11928168684244156, 0.09498699009418488, 0.06867434829473495, -0.15511368215084076, -0.0474296510219574, -0.12770415842533112, 0.10167752951383591, 0.2148308902978897, 0.023435493931174278, 0.21517294645309448, -0.07658734917640686, 0.028982678428292274, 0.19074423611164093, 0.10909475386142731, -0.09881792962551117, -0.028363432735204697, -0.04842771962285042, -0.1205647885799408, 0.07574522495269775, -0.21655809879302979, -0.012222209945321083, -0.104165218770504, -0.01545810792595148, -0.13139136135578156, -0.09264183044433594, 0.17890241742134094, -0.03300361707806587, 0.006946529261767864, 0.02304529771208763]",3,"[0.01517863645478092, 0.08929733102097259, 0.06883366641018282, 0.8266903661140638]",3,"[0.0, 0.005, 0.001, 0.994]",3,"[0.000758782246138391, 0.01020809009066753, 0.0009971682096398958, 0.9880359594535543]",3,"[0.0005491191986948252, 0.002953653922304511, 0.0012656013714149594, 0.995231568813324]"
221,321,3,[[3]],"[0.01328560896217823, 0.12554940581321716, -0.14614419639110565, 0.09773530811071396, -0.041374366730451584, -0.008820215240120888, -0.07723439484834671, 0.016174471005797386, 0.08289957791566849, -0.016828419640660286, 0.06824231147766113, -0.014805742539465427, 0.022775020450353622, 0.07279963046312332, 0.09878114610910416, -0.09563799202442169, 0.007333944085985422, 0.055805280804634094, -0.07283592969179153, 0.18538713455200195, -0.03474077954888344, 0.017823046073317528, -0.24570134282112122, -0.1697489470243454, -0.09597983211278915, 0.01709914393723011, 0.17060869932174683, -0.06013033539056778, -0.16879001259803772, 0.05489209666848183]",3,"[0.036996139670549204, 0.08209116615180194, 0.05428330948459276, 0.826629384693056]",3,"[0.0, 0.002, 0.002, 0.996]",3,"[0.00038254839442423077, 0.002220682115693032, 0.0004980402637677963, 0.9968987292261152]",3,"[0.0008522402495145798, 0.0008528403122909367, 0.0007046233513392508, 0.9975903034210205]"
