entity_a,entity_b,relation,hole_prediction,features,logistic_regression_prediction,"logistic_regression_rel0_prob,rel1_prob,rel2_prob,rel3_prob",random_forest_prediction,"random_forest_rel0_prob,rel1_prob,rel2_prob,rel3_prob",gradient_boosting_prediction,"gradient_boosting_rel0_prob,rel1_prob,rel2_prob,rel3_prob",xgboost_prediction,"xgboost_rel0_prob,rel1_prob,rel2_prob,rel3_prob"
278,200,0,[[0]],"[-0.04675973206758499, -0.051128797233104706, 0.12567001581192017, 0.08054477721452713, 0.008842400275170803, -0.008284698240458965, 0.03683055564761162, -0.019945820793509483, 0.19869814813137054, -0.16666118800640106, -0.1313970535993576, -0.11651188135147095, 0.17032046616077423, 0.2055964320898056, -0.15686796605587006, 0.12960757315158844, 0.08884453028440475, 0.11251704394817352, 0.18140630424022675, -0.21417902410030365, -0.1596035212278366, 0.15454533696174622, -0.006711791269481182, -0.13448207080364227, 0.16543613374233246, 0.05062073841691017, -0.1877966821193695, 0.11100327968597412, -0.11238658428192139, 0.21299099922180176]",0,"[0.8242642688233814, 0.10766968047294082, 0.0356769060631004, 0.03238914464057728]",0,"[0.989, 0.001, 0.01, 0.0]",0,"[0.9964933729015835, 0.0025007752621166016, 0.00031756163135011705, 0.0006882902049500797]",0,"[0.9934427738189697, 0.0036175590939819813, 0.0014991413336247206, 0.0014405754627659917]"
87,0,0,[[0]],"[0.09688694030046463, -0.24751760065555573, 0.02323402278125286, -0.0032391734421253204, -0.19315584003925323, -0.0012524652993306518, -0.09400617331266403, 0.18171247839927673, 0.01459499727934599, -0.06678734719753265, -0.13288259506225586, 0.028141137212514877, -0.06436857581138611, 0.028315816074609756, 0.10234664380550385, 0.192287877202034, 0.06034895032644272, 0.1790749728679657, 0.25158628821372986, -0.23091255128383636, -0.08519286662340164, 0.1509428769350052, 0.0022816623095422983, -0.19233748316764832, 0.053808581084012985, 0.0641859620809555, -0.15298694372177124, 0.18014012277126312, -0.07506848871707916, 0.24167294800281525]",0,"[0.8649034051156891, 0.05675663633249902, 0.051320652169679716, 0.027019306382132204]",0,"[0.985, 0.012, 0.003, 0.0]",0,"[0.9903748308683037, 0.008618326789885673, 0.0003227782889504412, 0.0006840640528605588]",0,"[0.9917801022529602, 0.004305391572415829, 0.0016405044589191675, 0.0022740119602531195]"
180,280,2,[[3]],"[-0.10903972387313843, 0.04804207757115364, 0.028453541919589043, 0.1613829880952835, 0.1006876677274704, 0.1334296315908432, -0.16116124391555786, -0.054230108857154846, 0.13011695444583893, 0.059302669018507004, -0.04513814300298691, -0.0899963229894638, -0.053998127579689026, 0.14657126367092133, 0.14824141561985016, -0.11923334002494812, -0.11729361861944199, -0.05735230818390846, 0.10127419978380203, 0.15657386183738708, 0.005183933302760124, 0.0042175487615168095, -0.0372847318649292, -0.1256355196237564, 0.02592894248664379, -0.0079635726287961, -0.04009947180747986, -0.07189938426017761, -0.04783007130026817, 0.1896270364522934]",3,"[0.11916188701434749, 0.11971399277971241, 0.07521941941721287, 0.6859047007887272]",3,"[0.008, 0.316, 0.142, 0.534]",3,"[0.003946362211399308, 0.06027386871143298, 0.006941649210433261, 0.9288381198667345]",3,"[0.012859322130680084, 0.020450428128242493, 0.018469318747520447, 0.9482209086418152]"
185,385,3,[[3]],"[0.29366448521614075, 0.2627243995666504, -0.23911389708518982, 0.012295149266719818, -0.13563419878482819, -0.07736627012491226, -0.02079700492322445, -0.2776168882846832, -0.07714441418647766, -0.04969816282391548, -0.07777432352304459, -0.07323896139860153, -0.2357432246208191, 0.03493976593017578, -0.17509280145168304, -0.19730985164642334, -0.07029065489768982, -0.22341948747634888, -0.16500307619571686, 0.09965963661670685, -0.08814262598752975, -0.03322139009833336, 0.00033557278220541775, -0.12677861750125885, -0.22742123901844025, -0.10696662962436676, 0.010152636095881462, -0.018610121682286263, -0.07792524248361588, -0.008125575259327888]",3,"[0.019715588615310354, 0.15145649387768179, 0.07406730893039529, 0.7547606085766126]",3,"[0.0, 0.098, 0.04, 0.862]",3,"[0.0003953797735241635, 0.0030996251219789304, 0.001787188881952497, 0.9947178062225449]",3,"[0.0011203500907868147, 0.003954033832997084, 0.0021842538844794035, 0.9927413463592529]"
144,244,2,[[1]],"[-0.07178851217031479, 0.01083775982260704, 0.08335591107606888, 0.08397914469242096, 0.013542515225708485, -0.14705237746238708, -0.13573403656482697, -0.050363924354314804, 0.12236346304416656, -0.03608359023928642, 0.061761822551488876, 0.12337769567966461, -0.014895789325237274, 0.1337132751941681, -0.019423814490437508, -0.08355045318603516, 0.03419933095574379, -0.05063847452402115, -0.07115369290113449, 0.08638178557157516, 0.16545625030994415, -0.11505686491727829, 0.05515345185995102, 0.006154731847345829, 0.07064115256071091, 0.08908680081367493, -0.028233705088496208, 0.11709893494844437, -0.059005580842494965, 0.17338725924491882]",2,"[0.1309143243794577, 0.276219530632865, 0.3104972588529684, 0.282368886134709]",1,"[0.004, 0.528, 0.277, 0.191]",2,"[0.006864641539406083, 0.4477033890984783, 0.5034385234888118, 0.0419934458733038]",1,"[0.016175556927919388, 0.673404335975647, 0.1486508548259735, 0.16176922619342804]"
181,281,2,[[0]],"[-0.1945774257183075, -0.1278809905052185, -0.08218567818403244, -0.012545729987323284, 0.18052256107330322, 0.11838537454605103, -0.11808209866285324, -0.15144571661949158, 0.05884537100791931, 0.06823629885911942, -0.03970412164926529, 0.13464264571666718, 0.12390118837356567, 0.0948464423418045, -0.1725236475467682, 0.03454506769776344, 0.1312422752380371, 0.08329295367002487, -0.0767052099108696, 0.14125925302505493, 0.1258990615606308, -0.031035780906677246, -0.07113291323184967, -0.1136619821190834, -0.07661214470863342, 0.15486252307891846, 0.08620264381170273, 0.1458975374698639, 0.16107667982578278, 0.001383197377435863]",1,"[0.12390423006656949, 0.3466433855665613, 0.2525541932727523, 0.2768981910941169]",1,"[0.013, 0.392, 0.34, 0.255]",3,"[0.013503354137775741, 0.24812922382314906, 0.3198087251681626, 0.4185586968709127]",3,"[0.022980356588959694, 0.18963205814361572, 0.13536834716796875, 0.652019202709198]"
1,101,1,[[1]],"[0.05753502994775772, -0.04000032693147659, 0.050152577459812164, -0.06084683910012245, -0.17443442344665527, 0.06915516406297684, -0.03928568586707115, 0.24615591764450073, -0.09932352602481842, -0.0009043005993589759, -0.15195314586162567, 0.11765235662460327, 0.07725182175636292, 0.0074531761929392815, -0.02119777351617813, 0.07114464789628983, -0.004057846497744322, 0.019688984379172325, -0.026220593601465225, -0.07625246047973633, 0.06524881720542908, -0.023889653384685516, 0.2113836407661438, 0.10421069711446762, -0.03850681707262993, 0.0299109797924757, 0.027942104265093803, 0.1301819235086441, -0.05594254285097122, 0.08268768340349197]",1,"[0.1735515594231449, 0.3682664965145688, 0.31997422359713806, 0.13820772046514815]",1,"[0.017, 0.489, 0.381, 0.113]",1,"[0.007844368710955873, 0.9600808687299779, 0.015732122316953877, 0.016342640242112363]",1,"[0.008669508621096611, 0.754292905330658, 0.2127912938594818, 0.02424628660082817]"
19,0,0,[[0]],"[-0.1170649304986, -0.019892385229468346, 0.0481431819498539, 0.06345240771770477, 0.21069732308387756, -0.05458792299032211, 0.040592677891254425, -0.07269812375307083, -0.11909980326890945, -0.1198287084698677, -0.18796004354953766, -0.187888965010643, -0.05946986749768257, 0.16923925280570984, -0.17907437682151794, 0.192287877202034, 0.06034895032644272, 0.1790749728679657, 0.25158628821372986, -0.23091255128383636, -0.08519286662340164, 0.1509428769350052, 0.0022816623095422983, -0.19233748316764832, 0.053808581084012985, 0.0641859620809555, -0.15298694372177124, 0.18014012277126312, -0.07506848871707916, 0.24167294800281525]",0,"[0.8094430935242075, 0.15619486725483162, 0.023526669439251083, 0.01083536978170974]",0,"[1.0, 0.0, 0.0, 0.0]",0,"[0.9971301414393445, 0.0018633639756728186, 0.00031776455618749455, 0.0006887300287956565]",0,"[0.9902515411376953, 0.007037964183837175, 0.0014298014575615525, 0.0012806656304746866]"
52,352,3,[[1]],"[0.10796313732862473, -0.3139985203742981, 0.07632331550121307, -0.028600027784705162, 0.11886037141084671, -0.005434992257505655, -0.19734863936901093, -0.10514216125011444, -0.13468767702579498, -0.07184171676635742, 0.08860983699560165, -0.034443449229002, 0.08023353666067123, -0.009580088779330254, 0.126138374209404, -0.14295949041843414, -0.03113449364900589, -0.03272979333996773, -0.12552092969417572, -0.009797411970794201, -0.07469252496957779, -0.0005626967758871615, -0.023731140419840813, -0.0014443835243582726, 0.09947467595338821, -0.041216589510440826, 0.022326016798615456, -0.03155579790472984, -0.13265559077262878, -0.07186856120824814]",3,"[0.06156953092612575, 0.24791572909668963, 0.2340420947545214, 0.45647264522266323]",3,"[0.0, 0.432, 0.084, 0.484]",1,"[0.000672611881313426, 0.9656079497359602, 0.0009544498861112855, 0.032764988496615265]",1,"[0.011739515699446201, 0.6009548902511597, 0.043663062155246735, 0.34364253282546997]"
346,300,0,[[0]],"[-0.056903183460235596, 0.04178447276353836, -0.03486223518848419, 0.003000142751261592, 0.12704026699066162, -0.06362750381231308, 0.10077210515737534, 0.0811157375574112, -0.1409071534872055, -0.05476640909910202, -0.125252366065979, 0.20363590121269226, 0.03821781277656555, -0.0500919334590435, -0.1192774698138237, 0.09743394702672958, 0.07571478933095932, 0.10391977429389954, 0.13125351071357727, -0.165028378367424, -0.17945939302444458, 0.15365304052829742, 0.0677412748336792, -0.16952887177467346, 0.0861729308962822, 0.08085040748119354, -0.10879497975111008, 0.1462966948747635, -0.20083482563495636, 0.22648581862449646]",0,"[0.8410305043568524, 0.08766543108448775, 0.044486035821235746, 0.026818028737424213]",0,"[1.0, 0.0, 0.0, 0.0]",0,"[0.9977185979799427, 0.0011536704485057253, 0.00043859508860001156, 0.000689136482951747]",0,"[0.9922544956207275, 0.004600969608873129, 0.0021311412565410137, 0.001013338565826416]"
37,137,1,[[2]],"[0.37106388807296753, -0.6737626791000366, 0.5841909050941467, 0.3761529326438904, -0.5488364100456238, -0.4721962511539459, 0.05220150575041771, -0.7017576694488525, -0.5499368906021118, -0.5389257669448853, -0.6360253691673279, 0.1804225742816925, 0.4782504737377167, -0.25346213579177856, 0.5545101761817932, 0.1595228612422943, 0.07106602936983109, -0.025156302377581596, -0.08944880217313766, -0.06418043375015259, 0.15455476939678192, -0.0039016096852719784, 0.07807023823261261, 0.02421986684203148, -0.07134246826171875, -0.04603863134980202, 0.0822952538728714, 0.05171076953411102, 0.07046058028936386, 0.028514474630355835]",2,"[0.02113644382487644, 0.41709636370645503, 0.5426208138989769, 0.01914637856969169]",1,"[0.0, 0.438, 0.363, 0.199]",1,"[0.00040359062876848986, 0.9864157691346748, 0.010418087389916338, 0.002762552846640689]",1,"[0.007352301385253668, 0.7403736710548401, 0.19759789109230042, 0.05467613786458969]"
145,345,3,[[3]],"[0.11113877594470978, -0.0902271643280983, 0.039825234562158585, -0.08801261335611343, 0.02157614752650261, -0.08724160492420197, -0.15843823552131653, -0.04378015547990799, 0.1007288470864296, 0.1346234530210495, -0.0498168058693409, -0.11642929911613464, -0.1578928679227829, -0.016793224960565567, -0.16012917459011078, -0.17835693061351776, -0.21704329550266266, 0.15485119819641113, -0.1205192357301712, 0.13213127851486206, 0.024661341682076454, 0.1074368879199028, -0.07956777513027191, 0.03011181950569153, -0.04506155848503113, -0.13530193269252777, 0.17514668405056, 0.04713714122772217, -0.03164719045162201, -0.09342382103204727]",3,"[0.02131161668912922, 0.16638145811317445, 0.07617189910806237, 0.7361350260896339]",3,"[0.0, 0.082, 0.052, 0.866]",3,"[0.00037779717907468664, 0.0019366106211922136, 0.0004963362652910006, 0.9971892559344423]",3,"[0.0008944581495597959, 0.004607436712831259, 0.0021965729538351297, 0.9923015832901001]"
134,334,3,[[2]],"[0.027940165251493454, 0.026332084089517593, -0.04561220109462738, -0.006588986609131098, -0.08352238684892654, -0.09686234593391418, 0.09917622059583664, 0.004164251498878002, 0.11662959307432175, -0.13356663286685944, 0.059877511113882065, 0.16248781979084015, -0.00984770618379116, 0.07263941317796707, 0.06291164457798004, -0.09168565273284912, 0.06436130404472351, 0.15211577713489532, 0.044585149735212326, 0.05564654991030693, 0.10989335179328918, -0.04162520915269852, 0.030464522540569305, 0.051851123571395874, -0.030736185610294342, 0.10765649378299713, -0.08590799570083618, -0.09185971319675446, -0.09013435244560242, 0.09055927395820618]",2,"[0.13961544700491307, 0.102704763889137, 0.5897530660829851, 0.16792672302296477]",2,"[0.01, 0.247, 0.571, 0.172]",2,"[0.0030522996392786444, 0.042357742738553285, 0.9151967330876439, 0.039393224534524096]",2,"[0.004586366470903158, 0.0234596598893404, 0.9422745704650879, 0.029679421335458755]"
96,0,0,[[0]],"[0.1221751943230629, -0.21244876086711884, 0.054859694093465805, 0.12014992535114288, 0.1589203029870987, 0.16633950173854828, -0.021355612203478813, -0.18750332295894623, 0.13808226585388184, 0.061938658356666565, -0.18760932981967926, -0.0709381103515625, 0.1988259255886078, 0.0936506912112236, 0.05359745770692825, 0.192287877202034, 0.06034895032644272, 0.1790749728679657, 0.25158628821372986, -0.23091255128383636, -0.08519286662340164, 0.1509428769350052, 0.0022816623095422983, -0.19233748316764832, 0.053808581084012985, 0.0641859620809555, -0.15298694372177124, 0.18014012277126312, -0.07506848871707916, 0.24167294800281525]",0,"[0.8470866552926455, 0.0948069933118899, 0.03783865092643478, 0.020267700469029877]",0,"[0.989, 0.011, 0.0, 0.0]",0,"[0.9923225786620459, 0.006668598862067569, 0.0003234130897153399, 0.0006854093861709472]",0,"[0.9922847747802734, 0.004816659726202488, 0.001220937934704125, 0.0016775670228525996]"
68,168,1,[[3]],"[0.03841767460107803, 0.16110096871852875, -0.12751011550426483, 0.015575611963868141, -0.08849058300256729, 0.10511784255504608, -0.1327112764120102, -0.13655295968055725, 0.12786763906478882, 0.10345258563756943, -0.0687127411365509, -0.07916473597288132, -0.047758545726537704, 0.03304988145828247, -0.1319461613893509, -0.0780855193734169, -0.06140461564064026, 0.07187989354133606, -0.14052174985408783, -0.05018140375614166, 0.12135913968086243, -0.04764873906970024, 0.12487918138504028, 0.008993765339255333, -0.09036063402891159, -0.03285680711269379, 0.14465126395225525, 0.07366817444562912, -0.06297502666711807, -0.07953276485204697]",3,"[0.03877763305606197, 0.23916011802868373, 0.14715459115284307, 0.5749076577624113]",3,"[0.0, 0.258, 0.209, 0.533]",3,"[0.013464157885200365, 0.08861889140954905, 0.027242363371591714, 0.8706745873336589]",3,"[0.006850500125437975, 0.09113634377717972, 0.03943372890353203, 0.8625794053077698]"
103,303,3,[[1]],"[0.008802909404039383, 0.02258596569299698, -0.007185331545770168, -0.02674381248652935, -0.03942669555544853, 0.024573709815740585, 0.03369057551026344, -0.20794884860515594, 0.01756218820810318, -0.08558785170316696, -0.1414359211921692, 0.022326676174998283, 0.0669042095541954, 0.12701106071472168, -0.05755032226443291, 0.038373105227947235, 0.10518567264080048, 0.013306553475558758, 0.017449069768190384, -0.10282354801893234, -0.14063116908073425, -0.07031610608100891, 0.05587317794561386, 0.07401418685913086, -0.038240328431129456, 0.12515407800674438, 0.048116378486156464, 0.08771387487649918, -0.09153101593255997, -0.06864325702190399]",2,"[0.1950714135015855, 0.2751893919988306, 0.4003869461505898, 0.12935224834899414]",2,"[0.0, 0.309, 0.613, 0.078]",2,"[0.003926680170342826, 0.18105361535406517, 0.8048947385435082, 0.010124965932083644]",2,"[0.005013464018702507, 0.10852717608213425, 0.8748049736022949, 0.01165440771728754]"
25,0,0,[[0]],"[-0.042150020599365234, 0.03473595902323723, 0.006554041989147663, 0.15774475038051605, 0.13247880339622498, 0.13988915085792542, -0.1720217913389206, -0.0632157102227211, 0.11464470624923706, -0.05003659054636955, -0.0678633600473404, -0.1377728134393692, 0.09194918721914291, 0.11549914628267288, -0.07695137709379196, 0.192287877202034, 0.06034895032644272, 0.1790749728679657, 0.25158628821372986, -0.23091255128383636, -0.08519286662340164, 0.1509428769350052, 0.0022816623095422983, -0.19233748316764832, 0.053808581084012985, 0.0641859620809555, -0.15298694372177124, 0.18014012277126312, -0.07506848871707916, 0.24167294800281525]",0,"[0.841862800712434, 0.11088457339012807, 0.01707927757804031, 0.03017334831939748]",0,"[1.0, 0.0, 0.0, 0.0]",0,"[0.9966533638033875, 0.0023432880727212546, 0.0003248245587613663, 0.0006785235651299918]",0,"[0.9928232431411743, 0.004269181285053492, 0.0010364287300035357, 0.0018711521988734603]"
54,0,0,[[3]],"[-0.7613467574119568, 0.5397831201553345, 0.5015597343444824, 0.5277919769287109, -0.4438757002353668, 0.49914786219596863, -0.02716781757771969, -0.45472252368927, 0.2617257833480835, 0.5609322190284729, 0.6205589175224304, -0.3617985248565674, 0.035566847771406174, 0.4359007179737091, 0.4214779734611511, 0.192287877202034, 0.06034895032644272, 0.1790749728679657, 0.25158628821372986, -0.23091255128383636, -0.08519286662340164, 0.1509428769350052, 0.0022816623095422983, -0.19233748316764832, 0.053808581084012985, 0.0641859620809555, -0.15298694372177124, 0.18014012277126312, -0.07506848871707916, 0.24167294800281525]",0,"[0.5721570064935222, 0.012911084416512012, 0.004761812700144434, 0.41017009638982144]",0,"[0.974, 0.008, 0.015, 0.003]",0,"[0.9938516867371994, 0.004961970272764596, 0.00028358149635397353, 0.0009027614936821093]",0,"[0.9873176217079163, 0.00527382455766201, 0.0023467177525162697, 0.005061831325292587]"
50,150,1,[[2]],"[0.7484893798828125, 0.5329569578170776, 0.4623132050037384, -0.16251838207244873, -0.5026698708534241, -0.3076230585575104, 0.19974911212921143, -0.6161056756973267, -0.015771053731441498, -0.6517518758773804, -0.16980743408203125, 0.4744967222213745, 0.61280757188797, 0.0514177605509758, -0.4869009256362915, -0.020672090351581573, -0.0025975769385695457, -0.03821346536278725, -0.14373503625392914, -0.11345548182725906, 0.11546936631202698, -0.06828733533620834, 0.0942043587565422, 0.19588179886341095, -0.01795012131333351, 0.19440726935863495, 0.03101770579814911, 0.009640760719776154, 0.09088269621133804, 0.0825725793838501]",2,"[0.018827469781016765, 0.3348624097046714, 0.6168616486131338, 0.029448471901178015]",2,"[0.0, 0.363, 0.529, 0.108]",1,"[0.0037815738051352817, 0.6636288292515985, 0.32595566372956447, 0.006633933213701505]",2,"[0.005983630195260048, 0.3315560519695282, 0.6462108492851257, 0.016249442473053932]"
306,300,0,[[0]],"[0.09282983094453812, -0.04417075961828232, 0.031861186027526855, -0.022536011412739754, 0.21095645427703857, -0.06466742604970932, 0.1598963886499405, -0.25908222794532776, -0.026031408458948135, -0.057958874851465225, -0.03865503892302513, 0.08397899568080902, -0.07843028753995895, -0.19147944450378418, -0.053522638976573944, 0.09743394702672958, 0.07571478933095932, 0.10391977429389954, 0.13125351071357727, -0.165028378367424, -0.17945939302444458, 0.15365304052829742, 0.0677412748336792, -0.16952887177467346, 0.0861729308962822, 0.08085040748119354, -0.10879497975111008, 0.1462966948747635, -0.20083482563495636, 0.22648581862449646]",0,"[0.8423332636171195, 0.05465564194736091, 0.07951038765970522, 0.023500706775814298]",0,"[0.998, 0.0, 0.002, 0.0]",0,"[0.997225715171867, 0.0012669771434902874, 0.000818511641897145, 0.000688796042745909]",0,"[0.9937029480934143, 0.0018311607418581843, 0.003445068607106805, 0.0010208014864474535]"
188,388,3,[[2]],"[-0.13504846394062042, 0.05463484302163124, 0.002830207347869873, -0.07739492505788803, 0.02421182207763195, 0.07384353131055832, 0.020212430506944656, -0.002777138724923134, -0.023748399689793587, 0.022880667820572853, 0.03877389430999756, 0.11603181064128876, 0.17677706480026245, -0.09231279790401459, -0.052811793982982635, 0.11617833375930786, 0.09289545565843582, 0.040130287408828735, 0.08532347530126572, 0.04695003479719162, -0.15902823209762573, -0.038166895508766174, 0.07507205754518509, -0.025240853428840637, -0.030312208458781242, -0.13492926955223083, 0.07381509989500046, -0.16439884901046753, -0.03240242972970009, -0.15309719741344452]",3,"[0.08414665189447111, 0.05063754844823298, 0.3935496846941788, 0.4716661149631171]",3,"[0.0, 0.058, 0.397, 0.545]",2,"[0.0003269740642908614, 0.001566056143717201, 0.6900511242251071, 0.30805584556688503]",2,"[0.003099799621850252, 0.004593029618263245, 0.5658891797065735, 0.4264179766178131]"
280,380,3,[[1]],"[-0.11923334002494812, -0.11729361861944199, -0.05735230818390846, 0.10127419978380203, 0.15657386183738708, 0.005183933302760124, 0.0042175487615168095, -0.0372847318649292, -0.1256355196237564, 0.02592894248664379, -0.0079635726287961, -0.04009947180747986, -0.07189938426017761, -0.04783007130026817, 0.1896270364522934, -0.19430316984653473, -0.04625619202852249, -0.05986837297677994, -0.024490399286150932, 0.2039472460746765, 0.028343018144369125, 0.10110427439212799, 0.12673889100551605, 0.08059535920619965, -0.014655948616564274, -0.15628783404827118, 0.16291886568069458, 0.028667699545621872, -0.05865888670086861, 0.0838436409831047]",3,"[0.02862396036747681, 0.19945650468177084, 0.18435347429588925, 0.587566060654863]",3,"[0.0, 0.338, 0.116, 0.546]",3,"[0.0014687306663646853, 0.06398513746039174, 0.003147664214677681, 0.9313984676585662]",3,"[0.010665959678590298, 0.23014068603515625, 0.038626231253147125, 0.7205671072006226]"
230,330,3,[[1]],"[-0.06272118538618088, -0.12467538565397263, -0.14979492127895355, 0.14285778999328613, 0.006329831667244434, -0.010428003966808319, -0.04853534325957298, -0.14819546043872833, -0.0068418956361711025, -0.1470542848110199, -0.08114109188318253, 0.10601813346147537, -0.34123408794403076, 0.06197860464453697, 0.03473275899887085, -0.057709451764822006, -0.04932733625173569, -0.19600075483322144, -0.2198665589094162, 0.08222273737192154, -0.02893899381160736, 0.136013925075531, -0.022410430014133453, -0.11758425831794739, -0.07747971266508102, -0.014249353669583797, 0.002794587519019842, -0.09771324694156647, -0.21195584535598755, 0.022851815447211266]",3,"[0.05799628528934305, 0.20393762396338044, 0.03761883526329384, 0.7004472554839826]",3,"[0.0, 0.065, 0.01, 0.925]",3,"[0.001953323476795205, 0.01645715713873476, 0.00254303443377697, 0.979046484950693]",3,"[0.0017842096276581287, 0.013141799718141556, 0.001693800906650722, 0.9833801984786987]"
33,133,1,[[1]],"[0.15092943608760834, -0.177101269364357, 0.1126703992486, -0.01774640940129757, -0.07843966037034988, -0.023804418742656708, -0.0994083434343338, -0.05318104103207588, 0.0883125364780426, -0.14550714194774628, 0.16371196508407593, -0.06551863253116608, -0.17534618079662323, 0.18314026296138763, 0.13628974556922913, -0.030567575246095657, 0.06375857442617416, 0.029650164768099785, -0.15122176706790924, -0.035576023161411285, 0.13368722796440125, 0.0031563015654683113, 0.04609839618206024, -0.031380802392959595, -0.10415719449520111, 0.08008091151714325, 0.02020251750946045, -0.10242393612861633, 0.028869954869151115, 0.0709020346403122]",3,"[0.05456280169022949, 0.24655655676726745, 0.28423323834474223, 0.41464740319776094]",1,"[0.0, 0.381, 0.339, 0.28]",1,"[0.08602925087496965, 0.512421493504012, 0.17967874465643105, 0.22187051096458715]",1,"[0.04803896322846413, 0.4769790768623352, 0.19463799893856049, 0.2803439199924469]"
228,328,3,[[3]],"[-0.2525835335254669, 0.20398308336734772, 0.11060057580471039, 0.18089815974235535, -0.00047717243432998657, -0.017268970608711243, -0.06711434572935104, 0.14977248013019562, 0.07480188459157944, 0.27101290225982666, 0.1653490513563156, -0.10769584774971008, -0.12612085044384003, -0.029724828898906708, 0.12446001917123795, -0.06028134003281593, -0.21413947641849518, 0.05582933872938156, -0.08969397842884064, 0.19706346094608307, 0.0549091100692749, 0.20746712386608124, -0.01857289858162403, -0.22926099598407745, 0.032113950699567795, -0.11900478601455688, -0.052041761577129364, -0.11204757541418076, 0.08255046606063843, -0.011888011358678341]",3,"[0.051557703309147086, 0.04378937842983003, 0.03280284382087828, 0.8718500744401445]",3,"[0.0, 0.085, 0.085, 0.83]",3,"[0.0004268243013269166, 0.0057291974617738215, 0.0009211558807246776, 0.9929228223561747]",3,"[0.004076763987541199, 0.004792334046214819, 0.006652690935879946, 0.984478235244751]"
274,200,0,[[0]],"[0.04065224155783653, 0.10682446509599686, 0.13449019193649292, 0.00877190101891756, 0.02674257941544056, 0.03828742355108261, -0.12330766767263412, -0.15597645938396454, 0.10774657130241394, 0.1813327670097351, -0.11559196561574936, 0.03762943297624588, -0.16666649281978607, 0.101304791867733, 0.17470499873161316, 0.12960757315158844, 0.08884453028440475, 0.11251704394817352, 0.18140630424022675, -0.21417902410030365, -0.1596035212278366, 0.15454533696174622, -0.006711791269481182, -0.13448207080364227, 0.16543613374233246, 0.05062073841691017, -0.1877966821193695, 0.11100327968597412, -0.11238658428192139, 0.21299099922180176]",0,"[0.8537417721052674, 0.04558265502568154, 0.053024736251691865, 0.04765083661735912]",0,"[0.999, 0.0, 0.001, 0.0]",0,"[0.9978743622405999, 0.001111171187354087, 0.00032522250080723673, 0.0006892440712386416]",0,"[0.9953294992446899, 0.0016194501658901572, 0.001341630588285625, 0.0017094056820496917]"
298,200,0,[[0]],"[0.2463962435722351, 0.0779268816113472, 0.010642307810485363, 0.0026556754019111395, -0.030788298696279526, -0.034324388951063156, -0.0890996977686882, -0.1838686466217041, 0.06746774166822433, 0.18225736916065216, -0.046673793345689774, 0.12771853804588318, -0.20679502189159393, -0.10599032044410706, 0.13895009458065033, 0.12960757315158844, 0.08884453028440475, 0.11251704394817352, 0.18140630424022675, -0.21417902410030365, -0.1596035212278366, 0.15454533696174622, -0.006711791269481182, -0.13448207080364227, 0.16543613374233246, 0.05062073841691017, -0.1877966821193695, 0.11100327968597412, -0.11238658428192139, 0.21299099922180176]",0,"[0.8386064032717023, 0.030722016469502098, 0.09218390908810675, 0.03848767117068885]",0,"[0.999, 0.0, 0.001, 0.0]",0,"[0.9978159183662985, 0.001111106107869476, 0.0003837718224952663, 0.0006892037033372436]",0,"[0.9951362013816833, 0.0013078247429803014, 0.0019554069731384516, 0.0016006171936169267]"
275,200,0,[[0]],"[0.13695159554481506, 0.06392183899879456, 0.0769941434264183, 0.04975097253918648, -0.1594284474849701, 0.044053830206394196, -0.21315854787826538, -0.10146505385637283, 0.17989884316921234, -0.040689658373594284, -0.048271212726831436, -0.013643023557960987, -0.0392325222492218, 0.003077131463214755, -0.08793649822473526, 0.12960757315158844, 0.08884453028440475, 0.11251704394817352, 0.18140630424022675, -0.21417902410030365, -0.1596035212278366, 0.15454533696174622, -0.006711791269481182, -0.13448207080364227, 0.16543613374233246, 0.05062073841691017, -0.1877966821193695, 0.11100327968597412, -0.11238658428192139, 0.21299099922180176]",0,"[0.8405044377623829, 0.06465637019803186, 0.03933554364554778, 0.0555036483940374]",0,"[0.996, 0.0, 0.003, 0.001]",0,"[0.9975527224032631, 0.0014331380126119781, 0.00032511767347003266, 0.0006890219106547573]",0,"[0.9936681389808655, 0.00285819498822093, 0.0013789815129712224, 0.002094694646075368]"
169,369,3,[[2]],"[-0.08894173055887222, -0.13134074211120605, 0.04541522264480591, -0.13977274298667908, -0.08674539625644684, -0.09134717285633087, 0.015386071987450123, -0.017818262800574303, 0.09845828264951706, -0.19782358407974243, 0.05600621923804283, -0.13534404337406158, -0.003606476355344057, -0.11387288570404053, 0.11907970160245895, -0.15896640717983246, 0.07883381098508835, -0.17640997469425201, 0.05172055587172508, 0.09706979244947433, -0.1171804741024971, -0.0163523331284523, 0.09887901693582535, -0.14811521768569946, -0.08456864953041077, -0.18679536879062653, -0.08112700283527374, 0.03940941020846367, -0.1206154003739357, -0.029740842059254646]",3,"[0.09850024900165193, 0.02598947327826031, 0.23482738894039473, 0.640682888779693]",3,"[0.004, 0.052, 0.175, 0.769]",3,"[0.00043266732668061184, 0.0017305029079185564, 0.0028369618991285913, 0.9949998678662719]",3,"[0.004755945410579443, 0.0036879212129861116, 0.031379230320453644, 0.960176944732666]"
